station,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,average,std
0,15,11.9205298,12.08053691,6.060606061,7.37704918,12.16216216,9.42408377,7.860262009,6.818181818,5.78778135,7.438016529,5.980066445,5.504587156,6.081081081,7.03125,7.114624506,9.42408377,22.78481013,,
1,6.428571429,4.316546763,3.220035778,3.266787659,2.105263158,1.426307448,0.746887967,0.710059172,0.573613767,0.424128181,0.382409178,0.295227161,0.281602003,0.317348378,0.359928014,0.340715503,0.476694915,0.916496945,,
2,31.03448276,14.75409836,6.52173913,6.14334471,5.960264901,5.487804878,5.027932961,4.316546763,2.922077922,2.015677492,2.163461538,1.880877743,1.654411765,1.694915254,2.301790281,2.459016393,2.571428571,4.556962025,,
3,5.921052632,1.310997815,1.280227596,1.918976546,1.871101871,1.592920354,1.167315175,0.861244019,0.730223124,0.555555556,0.464636035,0.45,0.378708184,0.334883721,0.376569038,0.383060226,0.35707201,0.584985375,,
4,7.468879668,3.130434783,1.906779661,3.4416826,5.202312139,8.071748879,8.955223881,6.818181818,7.142857143,5.325443787,3.636363636,9.523809524,8.294930876,12.08053691,20.2247191,19.14893617,27.27272727,58.06451613,,
5,0.774193548,0.358066441,0.295517977,0.415129151,0.644237652,0.784997819,0.875912409,0.92879257,1.001112347,0.9375,0.84348641,0.971922246,0.957446809,1.349325337,1.933404941,2.777777778,3.813559322,7.929515419,,
6,4.316546763,0.744109136,2.171290712,3.896103896,4.306220096,6.569343066,9.72972973,11.04294479,7.894736842,7.407407407,7.531380753,7.860262009,5.863192182,6.71641791,7.75862069,9.473684211,9.183673469,15.12605042,,
7,6.25,4.128440367,1.876955162,0.948866632,0.970350404,1.882845188,2.985074627,2.643171806,3.180212014,3.272727273,5.882352941,7.594936709,4.316546763,4.724409449,9.183673469,10.90909091,13.53383459,21.17647059,,
8,1.311953353,0.602006689,0.287953927,0.178376771,0.199645075,0.295566502,0.320684126,0.344299923,0.442043222,0.532701983,0.706159278,1.002785515,0.679501699,0.831792976,1.580333626,2.176541717,3.488372093,5.625,,
